catalog_id,collection_id,title,noinduk_deposit,publishlocation,tag_090
46529,59546,"faktor lingkungan yang berperan terhadap terjadinya tuberkulosis paru / Oleh : I. Nengah Darna",,,"##$a CB [G] - D.13 93-2467/2268-94"
31237,59933,"Kinerja petugas pemasyarakatan dalam proses pembinaan dan perlindungan hak asasi manusia terhadap terpidana kasus narkoba : pada lembaga pemasyarakatan khusus narkotika Cirebon / disusun oleh, Jalu Yuswa Panjang",,,"##$a CB [G] - D.9 05-2048"
17999,63677,"Pengaruh nilai-nilai kerja terhadap stress petugas rumah tahanan negara : studi pada rumah tahanan Negara kelas II B Rangkasbelitung",,"Jakarta ;","##$a CB[G]-D.9 05 -2005"
149180,64706,"Efektivitas model jaring hubungan makna kata dalam pembelajaran kosakata di Sekolah Dasar / oleh, Winihasih",,,"##$a CB [G] - D.13 97-249"
40816,64138,"Strategi politik pks dalam menghadapi pemilu 2004 di Kotamadya Jakarta Timur / oleh Suharto",,,"##$a CB [G] - D.9 05-1324"
147298,66650,"Sanksi pidana perpajakan Indonesia dan implikasinya kepada kepatuhan wajib pajak / oleh, Abdurrahman Nurhadi",,,"##$a CB[G]-D.9 06-82"
6480,65908,"Peran badan keswadayaan masyarakat sebagai organisasi pendamping dalam pelaksanaan proyek penanggulangan kemiskinan di perkotaan di kecamatan Tanah Sareal Kota Bogor : studi evaluasi peran organisasi lokal dalam pelaksanaan proyek penanggulangan kemiskinan di perkotaan / oleh David Ondowafo",,,"##$a CB [G] - D.10 04-471"
200521,74692,"Analisis pengaruh stres kerja terhadap kejadian abortus spontan pada pekerja di pabrik sepatu X, Tangerang / oleh: Jurika Chrisna",,,"##$a CB[G]-D.9 05-152"
168045,78045,"Dampak sosial kebijakan Pemda DKI Jakarta tentang Relokasi pedagang kaki lima di lokasi binaan (Studi kasus dilokasi binaan Paal Merah Jakarta Pusat / Suryantika Sinaga",,,"##$a CB[G]-D.10 04-825"
189702,74244,"Penelitian Eksprimental Laboratorik / Rosmanida",,,"##$a CB[G]-D.13 97-169"
139226,81367,"Studi mengenai antibodi antisperma dalam sperma dan serum darah dengan uji mar pada pria pasangan infertil / Susanto Suryaatmaja",,"Surabaya :","##$a 616.692 SUR s"
139226,81367,"Studi mengenai antibodi antisperma dalam sperma dan serum darah dengan uji mar pada pria pasangan infertil / Susanto Suryaatmaja",,"Surabaya :","##$a CB-D.13 90-1065"
270609,88035,"An agenda for peace : preventive diplomacy, peacemaking and peace-keeping : report of the Secretary-General pursuant to the statement adopted by the summit, meeting of the Security Council on 31 January 1992 / Boutros Boutros-Ghali",,"New York :","$a U.N. : - 4683; 4782"
26514,104867,"Pengaruh ekstrak biji kapas (Gossypium hirsutum) terhadap fertilitas dan perkembangan embrio mencit (Mus musculus) betina : penelitian eksperimental laboratorik / Ikhwan",,,"##$a CB[G]-D.13 97-160"
276203,1056540,"Globalisasi dan kegagalan lembaga-lembaga keuangan internasional / Joseph E. Stiglitz ; alih bahasa, Ahmad Lukman ; editor, Adi Susilo",,"Jakarta :","$a 332.042 STI g"
117474,115194,"Strategi penggunaan media dan pengaruhnya pada sikap pekerja terhadap penyelenggaraan program perlinduangan sosial tenaga kerja / oleh: Ismail",,,"##$a CB[G]-D.9 05-1980"
276203,1056539,"Globalisasi dan kegagalan lembaga-lembaga keuangan internasional / Joseph E. Stiglitz ; alih bahasa, Ahmad Lukman ; editor, Adi Susilo",,"Jakarta :","$a 332.042 STI g"
63420,132238,"Aku tahun tentang sungai / Beni S. Ambarjaya ; editor, Muhammad Habibie ; desain sampul, Anto Budi",,"Solo :","##$a CB-D.12 2010-1293"
8281,128263,"5 relationship, success & happiness / Hengki Irawan Setia Budi",,"Jakarta :","##$a CB-D.9 2011-633/2669-2011"
8281,128263,"5 relationship, success & happiness / Hengki Irawan Setia Budi",,"Jakarta :","##$a 158.1 HEN l"
209022,135777,"Variasi genetik virus dengue tipe 3 / oleh, Muhareva Raekiansyah",,,"##$a CB[G]-D.9 04-274"
50369,136358,"pete kompetensi pegawai dan kebutuhan pelatihan dan pengembangan sdm berdasarkan persepsi pegawai : studi pada sekretariat Badan Penelitian dan Pengembangan Pertanian / oleh Bekti Subagja",,,"##$a CB [G] - D.9 05-2280"
200520,146871,"Hubungan antara stresor kerja dengan keluhan nyeri haid yang memerlukan pengobatan pada pekerja pabrik sepatu PT 'H' di Tangerang / oleh: Ratna Nurlely Silaen",,,"##$a CB[G]-D.9 04-284"
156630,143530,"Draft of final report on mission with Indonesian pulp and paper industry from September 5, 1971, to September 19, 1972 / Guy C. van Dooselaere",,"Bandung :","$a U.N.:- 8860-1972 UNIDO"
196571,144184,"Realisasi prinsip kerjasama dalam acara sidang di pengadilan / Jumadi",,2001,"##$a CB [G] - D.13 01-25"
128529,143479,"Hubungan sosial warga masyarakat lokal dengan warga masyarakat transmigran : Studi tentang perubahan taraf hidup pada warga masyarakat lokal dan masyarakat transmigran di Kabupaten Kendari Sulawesi Tenggara / Anna Susanti",,1998,"##$a CB[G]-D.13 98-228"
50368,142416,"Model perilaku konsumen ikan hias air tawar di daerah Jakarta / oleh Rukmo Rahadi",,,"##$a CB [G] - D.9 05-2278"
165496,153058,"Kebijakan bantuan Luar NegeriJepang kepada Indonesia : Studi tentang Oda Jepang kepada Indonesia pada masa krisis Ekonomi (1997-1999) / Maya Fitriana",,,"##$a CB[G]-D.9 04-966"
189703,153857,"Pendekatan Cross sectional / Ali Yusran",,,"##$a CB[G]-D.13 97-212"
43781,151744,"Ancaman China terhadap dominasi ekonomi politik Jepang di ASEAN (periode 1999-2004) / oleh, Syahrul Salam",,,"##$a CB[G]-D.9 06-21"
25943,148401,"Gerakan perempuan dan perubahan sosial : Studi terhadap gerakan perempuan usaha mikro dalam menarasikan identitas diri sebagai perempuan warga masyarakat dan warga negara / oleh, Sri Harjanti Widyastuti",,,"##$a CB [G] - D.10 05-2068"
155837,147718,"Peranan kepemimpinan dan motivasi terhadap kinerja pemeriksa paten di Direktorat Paten Direktorat Jenderal Hak kekayaan intelektual Deaprtemen Hukum dan Hak Asasi Manusia RI / oleh, Budi Prakoso",,2005,"##$a CB [G] - D.9 05-1395"
9673,151886,"Training in food and cash crops production for the countries",,"[S.l.] :","$a UN. : - 8737-1980 UNDP"
163725,154928,"Permasalahan permohonan restitusi pajak pertambahan nilai (Studi kasus PT Yamaha Indonesia) / Narti Eka Putri",,,"##$a CB[G]-D.9 04-697"
254626,189453,"Hubungan kecepatan, kekuatan dan kelentukan terhadap kelincahan pada latihan kecepatan dan latihan kelincahan / oleh Sugiharto",,"Surabaya :","##$a 613.707 2 SUG h"
254626,189453,"Hubungan kecepatan, kekuatan dan kelentukan terhadap kelincahan pada latihan kecepatan dan latihan kelincahan / oleh Sugiharto",,"Surabaya :","##$a 93-400/2251-93"
266970,198109,"Hubungan antara tingkat pengetahuan dan sikap tokoh masyarakat tentang Program Keluarga Berencana dengan intensitas keterlibatan mereka dalam kegiatan Program Keluarga Berencana di Kecamatan Sooko Kabupaten Mojokerto / oleh Choirul Bashor",,"Malang :","##$a CB-D. 13 94-648/1949-94"
18837,203093,"Hubungan antara kadar seng plasma dengan infeksi virus sitomegalus pada ibu hamil / oleh: Dermawan Claudina Nadeak",,,"##$a CB[G]-D.9 03-9"
8281,206709,"5 relationship, success & happiness / Hengki Irawan Setia Budi",,"Jakarta :","##$a CB-D.9 2011-633/2669-2011"
8281,206709,"5 relationship, success & happiness / Hengki Irawan Setia Budi",,"Jakarta :","##$a 158.1 HEN l"
22382,220409,"Masyarakat sipil dan konflik Aceh : (stud kasus potensi peranan masyarakat sipil dalam penyelesaian konflik) / oleh, Muharram",,,"##$a CB[G]-D.9 06-19"
145929,225258,"Analisis pengaruh pelaksanaan penilaian Kinerja terhadap reaksi Karyawan: (Studi Kasus pada Pegawai Muda Direktorat Pengawasan Bank di Bank Indonesia)/ Oleh M. Eka Gonda Sukmana",,,"##$a CB [G] - D.9 05-2057"
111539,223861,"Pengaruh krisis Keuangnan Asia 1997 terhadap hubungan Pemerintah-Bisnis di Korea Selatan Periode 1998-2003/ Oleh Nurdin",,,"##$a CB [G] - D.9 05-2228"
14071,219202,"Pelaksanaan program perkebunan inti rakyat (PIR-BUN) kemitraan di Kecamatan Pasaman Kabupaten Pasaman / oleh Elqadri",,,"##$a CB [G] - D.10 04-878"
254873,222280,"Analisis learning organization pada wilayah kerja kantor pelayanan bea dan cukai tpe A khusus Soekarno-Hatta / Hary Budi Wicaksono",,,"##$a CB[G]-D.9 05-1189"
139711,225215,"Terminal report INS/74/034 , assistance to industrial development of building materials manufacture 1975-1982 : draft December 1982",,"New York :","$a U. N. : - 8896-1982 UNDP"
146302,227014,"Pengenaan pajak pertambahan nilai atas transaksi murabahah pada bank Syariah / Wuwu Romdonuwu",,2005,"##$a CB [G]-D.9 05-1203"
5066,227632,"Pengaruh badan pembersih dan lama penyikatan terhadap kehalusan permukaan lempeng resik akrilik : Suatu kajian laboratorik menggunakan sabun cair dan pasta gigi / Endah Kusumaningtyas",,,"##$a CB[G]-D.9 99-668"
44368,223975,"Conclusions concerning the promotion of sustainable enterprises : International Labour Conference 2007",,"Geneva :","$a U.N. : - 8680-2007"
207426,238099,"Analisis tentang pemahaman terhadap kebijakan E-Government oleh para pejabat di Sekretariat Negara Republik Indonesia / Andrie Syahriza",,,"##$a CB[G]-D.9 04-718"
95219,230131,"Pengaruh metoda latihan berdistribusi dan metoda latihan padat terhadap penguasaan keterampilan serial : eksperimen dlam permainan bola voli / oleh Ade Angga",,"Bandung :","##$a CB-D.10 91-2717/3748-93"
183200,231264,"Persepsi pengguna jasa (klien) terhadap kualitas pelayanan panti sosial bina remaja taruna jasa Tebet / Sri Utami",,,"##$a CB[G]-D.9 04-678 Kop. 2"
183485,232671,"Analisis kinerja instalasi rawat jalan RSUD pasar rebo DKI Jakarta dengan menggunakan pendekatan konsep Balanced Scorecard / Yoserizal",,,"##$a CB[G]-D.9 04-675"
50798,230737,"Faktor-faktor yang menyebabkan kepuasan dan ketidakpuasan kerja para pekerja kontrak : (studi kasus di Unit Real Estate PT. SMM, Jakarta) / oleh, Nurul Eka Hidayati",,,"##$a CB[G]-D.9 06-13"
189979,234556,"Pengaruh penggunaan Hidroksiapatit terhadap Proses pembentukan tulang pada kesembuhan luka pencabutan gigi / Mohammad Lukman Bahar",,,"##$a CB[G]-D.13 96-450"
163993,235812,"Analisis persepsi wajib pajak tentang pajak dan kualitas pelayanan (Studi kasus : wilayah kerja KPP Jakarta penjaringan / Bakrin",,,"##$a CB[G]-D.9 04-694"
500554,251573,"The Japanese experience in technology : from transfer to self - reliance / Takeshi Hayoshi",,"Tokyo :","$a U.N. : - 4483"
36334,268635,"Prosiding Seminar Tsunami dalam Kerangka Research on Tsunami Hazard and Its Effects on Indonesia Coastal Region (2002-2003-2004) : penerapan hasil riset untuk penanggulangan bencana tsunami di Indonesia / tim editor, Ahmad Sadikin ... [et al.]",,"Yogyakarta :","##$a CB[G]-D.11 05-2928"
36334,268635,"Prosiding Seminar Tsunami dalam Kerangka Research on Tsunami Hazard and Its Effects on Indonesia Coastal Region (2002-2003-2004) : penerapan hasil riset untuk penanggulangan bencana tsunami di Indonesia / tim editor, Ahmad Sadikin ... [et al.]",,"Yogyakarta :","##$a 551.463 706  SEM p"
271400,282822,"Pengaruh pemberian ringkasan dalam metode ceramah terhadap hasil belajar ilmu pengetahuan alam siswa sekolah menengah pertama / oleh I Ketut Seneng Andyana",,"Malang :","##$a CB-D. 13 94-646/1947-94"
36334,285780,"Prosiding Seminar Tsunami dalam Kerangka Research on Tsunami Hazard and Its Effects on Indonesia Coastal Region (2002-2003-2004) : penerapan hasil riset untuk penanggulangan bencana tsunami di Indonesia / tim editor, Ahmad Sadikin ... [et al.]",,"Yogyakarta :","##$a CB[G]-D.11 05-2928"
36334,285780,"Prosiding Seminar Tsunami dalam Kerangka Research on Tsunami Hazard and Its Effects on Indonesia Coastal Region (2002-2003-2004) : penerapan hasil riset untuk penanggulangan bencana tsunami di Indonesia / tim editor, Ahmad Sadikin ... [et al.]",,"Yogyakarta :","##$a 551.463 706  SEM p"
19184,292631,"Sumbangan sosial perusahaan sebgai pengurang penghasilan kena pajak / ol;eh B.M.Milk Hutabarat",,2005,"##$a CB[G]-D.9 2005-1079"
52210,303234,"Cigugur : arena kontestasi dalam keberagaman / oleh Mohammad Fathi Royyani",,,"##$a CB [G] - D.10 04-894"
36983,297875,"Konflik dan konsensus di lembaga legislatif daerah: studi tentang penyelesaian kasus ""dana kaveling"" di DPRD Propinsi Jawa Barat / oleh Muslim Mufti",,,"##$a CB [G] - D.9 04-845"
51600,308730,"Analisis perlakuan pajak atas transaksi murabahah : suatu studi untuk meningkatkan kepastian hukum / oleh, Isra",,,"##$a CB[G]-D.9 06-79"
142910,307635,"Pencegahan HIV/AIDS pada kelompok pengguna narkoba suntik : studi kasus 2 program intervensi di Jakarta / oleh, Octavery Kamil",,2004,"##$a CB [G] - D.10 04-816"
42063,306991,"Every day make-up : riasan kasual, kuliah, dan kerja / Oleh, Ade Aprilia ; editor, Nana Lystiani ; rias wajah dan rambut, Merry Welinda ; fotografer, Insan Kurniawan",,"Jakarta :","##$a CB-D.9 10-5461"
14069,301198,"Evaluasi program peningkatan kualitas hidup pemuda : (studi kasus perubahan perilaku di Desa Parakan Garokgek, Kec. Kiara Pedes, Kab. Purwakarta Jawa Barat) / oleh Fausih",,,"##$a CB [G] - D.10 04-745"
54919,300876,"Multi-micronutrient supplementation for infant growth and development, and the contributing role of psychosocial care / oleh, Umi Fahmida",,,"##$a CB[G]-D.9 03-425"
209589,300807,"Pelaksanaan jaminan sosial tenaga kerja oleh pengusaha hutan tanaman industri di Kalimantan Barat ? H.Yacop Djasmani",,,"##$a CB[G]-D.13 97-143"
118660,301601,"Faktor-faktor yang berhubungan dengan kejadian Hepatitis B di wilayah kerja puskesmas Tanjungsari Sumedang : laporan penelitian / Taty Hernawaty, Kusman Ibrahim, Aat Sriati",,,"##$a CB[G]-D.10 06-2366"
142631,307812,"Identitas sebagai dinamika sosial dari sudut pandang stuart hall : (studi kasus kelompok etnis Cina Pasar Baru Jakarta) / oleh, Anitasa Dewi",,2005,"##$a CB [G] - D.9 05-2172"
467770,312689,"Project findings and recommendations",,"Geneva :","$a UN. : - 8850-1983"
229615,305682,"Efektivitas teknik membaca SQ3R di SMA / oleh Sri Pujiastuti",,"Malang :","##$a CB-D.13 91-1914/2999/92"
229615,305682,"Efektivitas teknik membaca SQ3R di SMA / oleh Sri Pujiastuti",,"Malang :","##$a 372.4 SRI e"
176385,314710,"Analisis tingkat pembelajaran dan peran manajemen sumber daya manusia (HRD) di PT. Bank Bukopin / Sri Suryani",,,"##$a CB[G]-D.10 04-673"
14477,358497,"Analisis regresi gulud untuk menyelesaikan multikolinearitas pada regresi linear berganda : aplikasi pada data pengetahuan sikap dan perilaku masyarakat terhadap program kesehatan ibu dan anak / oleh: Atik Mawarni",,,"##$a CB[G]-D.13 97-24"
294686,374840,"Proyek pembangunan, pemindahan kampung dan stres pada masyarakat Marunda Besar Jakarta Utara / Meutia Farida Hatta Swasono",,,"$a 362.204 2 MEU p"
248406,372006,"Deviation and repair of learners verbal communication in English speaking classes/ oleh Subardi",,,"##$a CB-D.13 94-2963/2043-95"
165968,379792,"Pengaruh penambahan serum dalam media TCM 199 dan CR 1 terhadap perkembangan embrio kambing lokal / Enny Yul",,,"##$a CB[G]-D.13 97-221"
255167,381264,"Evaluasi implementasi kebijakan kemitraan usaha : (studi kasus kemitraan usaha pada Yayasan Dharma Bakti Astra) / Yuyun Yuningsih",,,"##$a CB[G]-D.9 05-1135"
539221,381498,"Jangan takut mulai bisnis : plus 101 ide bisnis baru! / Richie Indrajaya ; Novikasari E.S. dan Bene'",,"Jakarta :","$a 650 RIC j"
145933,389026,"Faktor-faktor yang mempengaruhi Ketidakterwakilan Perempuan di DPRD Provinsi Bali HAsil Pemilu 199/ Oleh Ni Nyoman Tisnawati",,,"##$a CB [G] - D.9 05-2251"
143284,383532,"Pengaruh alasan-alasan berbelanja atribut toko dan karakteristik demografi terhadap kesenangan berbelanja di Hypermarket / diajukan oleh, Nurul Yanti Hapsari",,2005,"##$a CB[G]-D.9 05-1405"
50139,389436,"Analisis hubungan pengetahuan sebagai perangkat komunikasi korporasi dengan kegiatan pengambilan keputusan dalam organisasi : (studi kasus pada Pricewaterhouse Coopers) / oleh, Elsye Rumondang Damanik",,,"##$a CB[G]-D.9 05-1131"
254876,382530,"Implementasi kebijakan standard nasional Indonesia wajib garam terhadap industri garam di Bandar Lampung / Marlena",,,"##$a CB[G]-D.9 05-1142"
50137,387497,"Kontribusi elemen-elemen bauran promosi terhadap tingkat loyalitas merek di kalangan konsumen Mustika Puteri / oleh Siska Wulandari",,,"##$a CB[G]-D.9-04-836"
149370,385161,"Efek iklan terhadap ekuitas merek : (analisa structural equation modeling mengenai efek iklan kitkat versi ecy terhadap ekuitas merek kitkat) / diajukan oleh Alila Pramiyanti",,,"##$a CB [G] - D.9 05-1401"
177593,398136,"Mosi integral natsir 1950 / Murjoko",,,"##$a CB[G]-D.9 04-1070"
189709,397443,"Pengruh tingkat religiusitas nilai anak dan nilai perkawinan terhadap pemilihan metode keluarga Berencana / Anton Sudarmanta",,,"##$a CB[G]-D.13 92-2212"
167774,399630,"Kepemimpinan pesantren dan rutinisasi Kharisma (Studi kasus Pesantren As-Syafi'iyah, Jakarta) / Sholahudin Malik",,,"##$a CB[G]-D.10 04-1112"
189977,398253,"Penelitian eksperimental Laboratorik / Ni Ketut Suwiti",,,"##$a CB[G]-D.13 96-282"
200519,394066,"Pengaruh debu batubara terhadap paru pekerja tambang bagian penggalian BWE system di PT ""X"" / oleh: Fakhrur Razi",,,"##$a CB[G]-D.9 04-287"
151980,410375,"Efek kumur klorhehsidin glukonat 0,2% terhadap keparahan mukositis, aliran saliva dan rasa sakit di mulut pada pasien penerima terapi radiasi di daerah leher dan kepala / Djoko Sumartojo",,,"##$a CB-D.9 99-1528"
152242,413352,"Faktor-faktor yang berpengaruh terhadap kelahiran anak dari generasi pasangan usia muda (baby boomers) di Kabupaten Mojokerto / Ruslan Majid",,,"##$a CB-D.13 95-4621"
338788,412822,"Menantu vs mertua : trik ampuh membina hubungan baik antara menantu dan mertua / Hendra Sipayung",,"Jakarta : Elex Media Komputindo,","$a 158.24 SIP m"
90165,422225,"Analisis tingkat kepuasan pengguna jasa terhadap kualitas layanan di balai Latihan Kesenian lima wilayah kotamadya Propinsi DKI Jakarta / oleh: Rusmantoro",,,"##$a CB[G]-D.9 05-2270"
240940,437213,"Pengaruh pemberian kerangka isi modul terhadap latihan dan perolehan belajar / oleh Kiswati",,,"##$a CB-D.13 94-656/1977-94"
257639,440572,"Hubungan tingkat pendidikan pengalaman penataran dan motivasi kerja dengan performansi mengajar guru-guru STM Negeri Kotamadya Medan / oleh Saut Purba",,,"##$a CB-D.13 94-655/1975-94"
267908,443864,"Pengajaran pencerminan dengan alat geoboard untuk siswa kelas V sekolah dasar negeri Sumbersari III Kodya Malang / Dudung Priatna",,,"##$a CB-D.13 97-32"
37525,453526,"Strategi penempatan tenaga kerja asing/TKA di CNOOC SES Ltd., Indonesia dan penempatan Tenaga Kerja Indonesia/TKI di luar Indonesia / diajukan oleh Amyra Sindukusumo",,,"##$a CB [G] - D.9 05-2047"
226746,464187,"Analisis pelaksanaan pemeriksaan ulang ditinjau dari kepastian hukum wajib pajak / K. Bayu Indarto",,,"##$a CB[G]-D.9 05-1176"
49146,460920,"Koleksi naskah pilihan Perpustakaan Nasional RI = Selected manuscript collection of the National Library of Indonesia / editor, Sri Sumekar, Dady P Rachmananta, Nindya Noegraha",,"Jakarta :","##$a CB - D.10 99--2633"
46791,459501,"Aktifitas antifertilitas ekstrak buah terong (Solanum melongena) serta pengaruhnya pada histologi hati dan vesika seminalis mencit putih / Oleh : Yohannes Fong",,,"##$a CB [G] - D.13 93-2464/2272-94"
55190,468738,"Resistensi sel darah merah dengan Southeast Asian ovalocytosis (SAO) terhadap malaria : variasi resistensi yang berhubungan dengan etnis dan geografis / oleh, Yuwono",,,"##$a CB[G]-D.9 02-326"
149366,462539,"Analisis kepuasan pengunjung di Taman Margasatwa Ragunan (TMR) / oleh Agus Lusianto",,,"##$a CB [G] - D.9 05-1075"
147020,467473,"Kesiapan Indonesia dalam menghadapi pembentukan kawasan perdagangan bebas ASEAN - China / China ASEAN free trade area (CAFTA) / oleh, Khotijahtus Sadiyah",,,"##$a CB[G]-D.9 06-42"
612471,466634,"The 20th. century batik masterpieces / written by Tumbu Ramelan ... [et al.]",,"Jakarta :","$a TIR : - 9865-[2010]"
196734,473824,"Pengaruh pemanfaatan E-procurement pada proses pengadaan barang di departemen procurement Gulf (Indonesia ) resources LTD. terhadap peningkatan kinerja / M. Yusuf Sufyadi",,,"##$a CB[G]-D.10 04-669"
38791,476009,"Perspektif stakeholder dalam Upaya adaptasi tanggung jawab sosial perusahaan / oleh, Wakhid Nurrokhim",,,"##$a CB [G] - D.10 05-2253"
21103,475177,"Deskripsi karakteristik perilaku konsumen : (studi kasus DHL Express) / oleh, Tetty Mashita",,,"##$a CB[G]-D.9 06-99"
174085,478298,"Model prediksi kegagalan bank (bank failure) : studi kasus perbankan di zindonesia periode tahun 1997-1999 / oleh: M.E.B. Rullyna Maharani",,,"##$a CB[G]-D.9 04-939"
177037,478304,"Strategi komunikasi pemasaran operator seluler untuk segmen pelanggan korporasi (Studi kasus pada komunikasi pemasaran segmen korporasi PT. Telkomsel) / Dian Ediana Soehardjo",,,"##$a CB[G]-D.9 04-1103"
167776,479883,"Upaya penyelasaian konplik antara Masyarakat Mahato dengan PT. Torganda di Tambusai Utara Kab. Rokan Hulu Propinsi Riau / Ade Yudistira",,,"##$a CB[G]-D.10 04-1108"
132686,482833,"Agroforestri pada tanah masam di daerah tropika basah : pengelolaan interaksi antara pohon-tanah-tanaman semusim / K. Hairiah ... [et al.]",,"Bogor :","##$a CB-D.10 00-2"
881111,1105120,"Demon sacred / Natsumi Itsuki ; alih bahasa, Eka Fithry Handayani; editor Tara",,"Jakarta :","$a CB-D.9 2014-3631(1)/9217-2014; 2014-3631(9)/9217-2014; 2014-578(4)/2868-2014 ; 2014-357/3667-2014 ; CB-D.9 2014-1192/4872-2014; ...(2)/2898-2012; 2014-3631(10)/9218-2014; 2014-3571(11)/9039-2014"
63612,502887,"Pengaruh teknik pemberian umpan balik dan jenis kelamin terhadap hasil belajar murid dalam Bahasa Indonesia / Ibrahim Gultom",,,"##$a CB-D.9 90-899"
34272,495537,"Bercocok tanam cabe rawit dan cabe besar / oleh Soedijanto, Warsito DP",,"Jakarta :","##$a 82-1725/862/86"
182022,495543,"Turia amusoladodo gamorita, tesua wa huka : it is the gospel according to S. Luke (Lucas Evangelista} / translated out of the original Greek into Nika, the language of the Island Nias ... ; and compared with the Malay and Dayak translations by E. Denninger",,"London :","##$a XXIX :- 437"
280797,507167,"Asy-syi'run nabhti fi wadil faqi : sya'ra'i min raudhatis sariri / penyusun, Ahmad Abdullah Ad-Damiani",,"Riyad :","$a 892.7 ADD a"
16208,538970,"Islam dalam tinjauan Madilog Tan Malaka beberapa aspek penting / oleh Hamka",,,"##$a CB [G] - D.10 05-2146"
169814,532323,"Kajian tentang harga obat yang rasional untuk pelayanan kesehatan dasar / Selma Siahaan...[et al.]",,2006,"##$a CB [G] - D.13 06-2642"
166087,545901,"Faktor-faktor risiko yang mempengaruhi tuli akibat bising pada penerbang helikopter TNI Au / oleh, Kholidah Hanum",,,"##$a CB[G]-D.9 04-265"
467770,545502,"Project findings and recommendations",,"Geneva :","$a UN. : - 8850-1983"
93506,547857,"Keefektifan penggunaan media audio dalam kegiatan belajar tunanetra / oleh Ishartiwi",,"Malang :","##$a CB-D.13 91-1920/3031/92"
5792,544567,"Strategi komunikasi pemasaran word-of -mouth dalam industri multi level marketing : Studi komperatif amway dan dwiki / oleh Pandu Pratoadi",,"Jakarta :","##$a CB[G]-D.9 05 -2215"
9670,543828,"Advanced training in air operations (Merpati Nusantara Airline)",,"[Jakarta] :","$a UN. : - 8739-1974 UNDP"
142628,551596,"Oposisi di Indonesia : studi tentang Partai Rakyat Demokratik pada masa Orde Baru (1996 - 19980 / oleh, Suryani",,2005,"##$a CB [G] - D.9 05-2155"
163722,557569,"Tinjauan sengketa pajak mengenai faktur pajak yang diatur dalam pasal 13 ayat (5) undang-undang pajak pertambahan nilai (Faktur pajak tidak lengkap atau cacat ) / Herianto",,,"##$a CB[G]-D.9 04-1091"
196463,555440,"Pola penyimpangan dan viktimisasianak jalanan di wilayah Jakarta Barat / Amrin Suit",,,"##$a CB[G]-D.10 04-1050"
53611,557268,"Penegakan hukum di bidang perikanan laut di kotamadya daerah tingkat II Ujung Pandang : Studi korelasi antara penegakan hukum dengan kepatuhan nelayan terhadap ketentuan perikanan laut )/ Said Sampara",,1996,"##$a CB[G]-D.13 96-395"
38505,550730,"Militer dan bisnis di Indonesia : (Analisa kontrol Sipil atas Militer / oleh, Abas",,,"##$a CB [G] - D.10 05-2255"
156118,547656,"Strategi pemasaran produk pelayanan jasa teknis : (studi kasus pada Balai Besar Kimia dan Kemasan Jakarta) / oleh, Sugiyarto",,2005,"##$a CB [G] - D.9 05-1384"
